                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     200                                      767                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.7584602126052065E+009                  1.2933742235756186E+008                  5.7107751144245040E+003                  8.6470477198407025E-001                  9.4994174268396592E-001                 -1.6083333567915370E+000                  4.9650909271091243E-001                  1.9966766766142968E-005                  4.8291831323450063E-001                  1.7570118700812237E-005                  5.1436826243862217E-003                  9.2291282916031545E-003                  2.0850244238750371E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.7876227720293547E-001                  6.6307165708437443E-004                  3.0044870678613039E-001                  2.6896046200283359E-003                  1.8957159924222868E-003                  9.3783774882681015E-003                  2.0850244238750362E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2662180229478927E+003                  2.8669233414087765E+007                  1.1564640700495893E+010                  8.6456383445274043E-001                  8.6456383445273999E-001                  2.9334897726906139E-045                  1.9427459356802859E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.7050384005310064E+016                               "r24.08.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20250228"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                 -2.2303027981345331E-002                  3.7571721304064987E+000                 -6.7620583732615156E+000                  4.7989660820655491E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.5381489133337054E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -2.2304404505606914E-002                  3.7582530047925853E+000                 -6.7546790157921164E+000                  4.8074280269906389E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.5816621902400649E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                 -2.2306096189160095E-002                  3.7594770119624425E+000                 -6.7466922563805767E+000                  4.8166409143669959E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.6295982606928618E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                 -2.2307757065877561E-002                  3.7613469495268812E+000                 -6.7351026068684217E+000                  4.8301040556637824E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7007463220485732E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                 -2.2310991401512482E-002                  3.7639395852722819E+000                 -6.7203750960449344E+000                  4.8474298126635427E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7939422100935019E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999150002E-001                 -2.2314117964025455E-002                  3.7666343773765640E+000                 -6.7064149806135944E+000                  4.8640912812431711E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.8852498454571292E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998900002E-001                 -2.2317145687668221E-002                  3.7697865262137245E+000                 -6.6915646882652471E+000                  4.8821022553322218E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.9856582195149974E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998587508E-001                 -2.2320803201529165E-002                  3.7734707129055449E+000                 -6.6760860035053797E+000                  4.9012762537312433E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.0940372174176572E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999998275013E-001                 -2.2324332741275651E-002                  3.7773482663519657E+000                 -6.6616127967912133E+000                  4.9196399820748642E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.1989331777422436E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
