                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     900                                      988                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.3465213378360295E+009                  2.0041830983926505E+006                  1.5000902877852983E+004                  1.8905995572695397E-003                  6.4375132846325065E-003                  1.4512715032358938E+003                  0.0000000000000000E+000                  1.0000000000000000E-099                  2.7376088622815531E-049                  1.0000000000000000E-099                  0.0000000000000000E+000                  4.9997216599782768E-001                  4.9986378248207919E-001                  1.1100000000912444E+000                  0.0000000000000000E+000                  3.1436708714340382E-087                  1.2011256971157688E-051                  1.1706434873255603E-048                  1.6714337768158101E-090                  8.5622424028384519E-054                  5.5497011618666425E-001                  5.5484778671787749E-001                  0.0000000000000000E+000                  1.1100000000912444E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9065109722985056E+000                  2.3840160546306963E+012                  5.8711533905907588E+012                  5.2750274272205038E-060                  6.2954576644565015E-081                  8.3649656625663664E-157                  1.6264472916890358E-009                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.2492981770894288E+016                               "r24.08.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20250228"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                      eta                                       pp                                      cno                                tri_alpha 
                                       1                  1.1100000000912444E+000                 -2.1912818617275853E+000                  4.4064137491296931E+000                 -1.5002014314376628E+000                  9.5761629995834454E+000                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1100000000912313E+000                 -2.1912821765456205E+000                  4.5856991516270966E+000                 -1.2023815850563773E+000                  1.0053268339041821E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1100000000912185E+000                 -2.1912823351227213E+000                  4.6737053625193079E+000                 -1.0685420502950986E+000                  1.0275114159256610E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1100000000912054E+000                 -2.1912824516429552E+000                  4.7321047972465093E+000                 -9.8081463587757733E-001                  1.0421241072636050E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1100000000911923E+000                 -2.1912825468511326E+000                  4.7764888181436049E+000                 -9.1448599468955294E-001                  1.0531953793291356E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1100000000911787E+000                 -2.1912826312361071E+000                  4.8185716807055154E+000                 -8.5258831636986110E-001                  1.0635934399766125E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1100000000911603E+000                 -2.1912827312238154E+000                  4.8510032912768786E+000                 -8.0319880191118620E-001                  1.0717755580340347E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1100000000911479E+000                 -2.1912827924669056E+000                  4.8792592463952422E+000                 -7.6160063677978229E-001                  1.0787609756171580E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1100000000911290E+000                 -2.1912828757740446E+000                  4.9040678955816981E+000                 -7.2407001979946561E-001                  1.0849949074422630E+001                  1.0000000000000000E-099                  2.0000000000000000E-099                  1.0000000000000000E+000                 -9.9999999999999997E+098                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
