                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1388                                     1508                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.2983766176000082E+008                  3.7309740119301330E+002                  6.5100701756178358E+004                  2.8757000859823497E+003                  4.2155438956222813E-001                  2.4602636378671473E+001                  0.0000000000000000E+000                  6.1636581388707284E-046                  2.0465656217111640E-028                  2.9522746437667297E-001                  1.5819766085256300E-047                  6.7870660591762533E-001                  1.9349191596078040E-003                  6.1202577586499218E-001                  0.0000000000000000E+000                  6.5482593710382536E-004                  5.9208923596269541E-008                  1.4414249632493345E-002                  2.4134562782196708E-001                  1.0036063783459863E-005                  3.3965785486714500E-001                  1.1828938344088434E-003                  6.1098876346290021E-001                  5.8787262747769964E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5014878495346516E+003                  7.2765099608007849E+003                  2.1282670569449244E+006                  2.4796979782272438E+003                  2.6389791187718370E+001                  1.7914220823329056E+003                  5.5160538506226970E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3564644994757402E+016                               "r24.08.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20250402"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                      eta                                       pp                                      cno                                tri_alpha 
                                       1                  6.1202577586499218E-001                 -3.7514638411665346E-001                  4.8192098117853250E+000                 -8.3951231849300072E+000                  4.9157593976188059E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7525934954696123E+001                  5.4448456292351993E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  6.1202577586431972E-001                 -3.7560208759096009E-001                  4.8313465051239426E+000                 -8.3219689419070573E+000                  4.9801570669389443E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7399318908741545E+001                  6.4438356191310128E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  6.1202577586348283E-001                 -3.7608291135740879E-001                  4.8408187523623560E+000                 -8.2709194169921041E+000                  5.0281930594645239E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7314411199361214E+001                  7.2476540336284410E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  6.1202577586304441E-001                 -3.7630735896690332E-001                  4.8470219120039424E+000                 -8.2404505926464360E+000                  5.0584408902068683E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7265624538764850E+001                  7.7744281185336777E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  6.1202577586260609E-001                 -3.7651691355251071E-001                  4.8566487442476598E+000                 -8.1969513269431467E+000                  5.1037612895149325E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7198625357160850E+001                  8.5935173242689718E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  6.1202577586161400E-001                 -3.7694698360810741E-001                  4.8687810252903416E+000                 -8.1445218287440557E+000                  5.1599053442782727E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7119693515389422E+001                  9.6962673137019973E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  6.1202577586062179E-001                 -3.7732921662216629E-001                  4.8801564867751575E+000                 -8.0984119098232199E+000                  5.2111976860249625E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.7052709123524572E+001                  1.0782471967031211E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  6.1202577585956985E-001                 -3.7769459621346191E-001                  4.8908262579505921E+000                 -8.0569809192691224E+000                  5.2584885077280870E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.6994074472731654E+001                  1.1861864409451117E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  6.1202577585851792E-001                 -3.7802753223693752E-001                  4.9011320138007388E+000                 -8.0185047186884706E+000                  5.3034493694794076E+000                  6.7222123867693240E-001                  3.0759931982872041E-001                  2.0179441494347250E-002                 -1.6940996682673287E+001                  1.2960826070510294E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
