                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      732                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.4225946543616092E+007                  9.2428427114635566E+005                  4.5605716062020419E+003                  4.5939985157557084E-001                  1.0857004755700197E+000                 -2.2504569437551920E+000                  6.9999401818861973E-001                  3.5779060679115721E-005                  2.7997020264216460E-001                  3.4468827096314240E-003                  1.0103435005377765E-003                  9.3805276452367387E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999938749064572E-001                  3.0410135151486718E-005                  2.7997020237161824E-001                  3.4468833452783918E-003                  1.0103427590243618E-003                  9.3805276451513781E-003                  2.0850244238750358E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1321972572708195E+004                  4.7215003869553298E+007                  2.1767529888622547E+010                  5.5394638223498155E-003                  5.5394638223498164E-003                  0.0000000000000000E+000                  2.2214937477359453E-004                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.4893673064481919E+014                               "r24.08.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20250228"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                  3.5710028062171502E-002                  3.6592658238067601E+000                 -6.6088525303692798E+000                  4.8525603033806828E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.6123497283290684E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  3.5709380117734196E-002                  3.6598221414324508E+000                 -6.6050144803846864E+000                  4.8569643791092094E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.6444304739226989E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                  3.5708577309340156E-002                  3.6604452408833561E+000                 -6.6008070865633623E+000                  4.8618060162216574E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.6799259394011809E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                  3.5707782236518597E-002                  3.6613868650863468E+000                 -6.5946031824051650E+000                  4.8689687991748976E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.7328966964602163E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                  3.5706214631868100E-002                  3.6632982299461707E+000                 -6.5825701712117883E+000                  4.8829496122420855E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.8378221136734109E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999998900002E-001                  3.5703165048898138E-002                  3.6678816712405768E+000                 -6.5562738182744065E+000                  4.9139217828946693E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.0775029162273659E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999997650002E-001                  3.5695988767697147E-002                  3.6731359130130170E+000                 -6.5307365611357309E+000                  4.9448265519289585E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.3245868997896450E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999997025002E-001                  3.5692605409067595E-002                  3.6767293930415037E+000                 -6.5149611778406475E+000                  4.9642724407669307E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.4846472838191662E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999996400013E-001                  3.5689342667914313E-002                  3.6804155925374653E+000                 -6.5001125282603978E+000                  4.9828853597610747E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.6407147259894400E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
