                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    6510                                      823                  1.1000000000000001E+000                  2.0000000000000000E-002                  2.7753292617754859E-006                  7.8143250057405521E-010                  8.8195351139373364E+004                  2.7911040670453922E+000                  7.1556615055302876E-003                  9.3497408867388714E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  2.7376088801361367E-049                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.9999908839328866E-001                  5.0000091160671145E-001                  1.1054802916159130E+000                 -1.0000000000000000E-003                  2.7239084870172047E-052                  1.2011256971162068E-051                  1.1705266750213280E-048                  1.2086484508911167E-098                  4.9164313377798067E-071                  5.5274014443389741E-001                  5.5274014718201558E-001                  0.0000000000000000E+000                  1.1054802916159130E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7617742277545716E+000                  1.4409771667343547E+009                  3.9607276011967287E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5681189742623496E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.7582730711406072E+001                               "r24.08.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20250305"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                  entropy                                 pressure                                     prad                                     pgas                                      eta                                  eps_nuc                                       pp                                      cno                                tri_alpha                                  c_alpha                                  o_alpha                                 ne_alpha                                 na_alpha                                 mg_alpha                                 si_alpha                                  c12_c12                                  c12_o16                                  o16_o16                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     logL                               extra_heat 
                                       1                  1.1054802916159130E+000                 -2.1453502116705279E+000                  5.1517548490747860E+000                 -3.2178767992178399E+000                  9.3888808511451103E+000                  1.0000000000000002E-099                  1.1104407689326773E-095                  1.0000000000000000E+000                  4.9671518158253489E+000                  2.4483914325805364E+009                  1.0203499948345845E+006                  2.4473710825857019E+009                 -7.8049402113182866E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000002E-099                  1.1103407689326773E-095                  1.0000000000000002E-099                  3.8018531694023742E-099                  5.7027797541035604E-099                  9.9509838341949441E-001                  4.9016165805056437E-003                  1.9617881782358513E-098                  4.4577602957389928E-001                  1.0000000000000000E+008 
                                       2                  1.1054802916159001E+000                 -2.1453621291785727E+000                  5.3026136793620182E+000                 -2.9358790104538843E+000                  9.8660248642106136E+000                  1.0000000000000002E-099                  1.1104407689326773E-095                  1.0000000000000000E+000                  5.2861236148702408E+000                  7.3455592172004881E+009                  4.0943455009129508E+006                  7.3414648716995754E+009                 -7.5356574647035579E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000002E-099                  1.1103407689326773E-095                  1.0000000000000002E-099                  3.8018531694023742E-099                  5.7027797541035620E-099                  9.9509838341949441E-001                  4.9016165805056437E-003                  1.9617881782358510E-098                  4.1821843748341381E-001                  1.0000000000000000E+008 
                                       3                  1.1054802916158872E+000                 -2.1453683552612075E+000                  5.3685914358844098E+000                 -2.7897759180913209E+000                  1.0087888127413516E+001                  1.0000000000000002E-099                  1.1104407689326773E-095                  1.0000000000000000E+000                  5.3257440134847993E+000                  1.2243007834736380E+010                  7.5178821570462314E+006                  1.2235489952579334E+010                 -7.3951036862331359E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000002E-099                  1.1103407689326773E-095                  1.0000000000000002E-099                  3.8018531694023742E-099                  5.7027797541035612E-099                  9.9509838341949441E-001                  4.9016165805056437E-003                  1.9617881782358510E-098                 -1.1738565503648876E-001                  1.0000000000000000E+008 
                                       4                  1.1054802916158741E+000                 -2.1453728028824783E+000                  5.4162540115981992E+000                 -2.6962557437380461E+000                  1.0234027466303855E+001                  1.0000000000000000E-099                  1.1104407689326770E-095                  1.0000000000000000E+000                  5.3402402211125990E+000                  1.7140657075982788E+010                  1.1661269081095247E+007                  1.7128995806901693E+010                 -7.3302005954211431E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E-099                  1.1103407689326770E-095                  1.0000000000000000E-099                  3.8018531694023733E-099                  5.7027797541035604E-099                  9.9509838341949430E-001                  4.9016165805056428E-003                  1.9617881782358507E-098                 -2.5520318485465715E-001                  1.0000000000000000E+008 
                                       5                  1.1054802916158610E+000                 -2.1453763889600110E+000                  5.4525644604093930E+000                 -2.6312338367317474E+000                  1.0338372014115022E+001                  1.0000000000000002E-099                  1.1104407689326771E-095                  1.0000000000000000E+000                  5.3466397039014426E+000                  2.1795759849961300E+010                  1.6292495584077427E+007                  2.1779467354377224E+010                 -7.2992117931257408E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000002E-099                  1.1103407689326772E-095                  1.0000000000000002E-099                  3.8018531694023742E-099                  5.7027797541035612E-099                  9.9509838341949441E-001                  4.9016165805056437E-003                  1.9617881782358510E-098                 -3.7232185562305059E-001                  1.0000000000000000E+008 
                                       6                  1.1054802916158495E+000                 -2.1453791704636638E+000                  5.4784146152362458E+000                 -2.5844334286575941E+000                  1.0412828070894609E+001                  1.0000000000000000E-099                  1.1104407689326770E-095                  1.0000000000000000E+000                  5.3470467008586988E+000                  2.5871884926016514E+010                  2.0672272979853157E+007                  2.5851212653036659E+010                 -7.2774812571365493E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E-099                  1.1103407689326770E-095                  1.0000000000000000E-099                  3.8018531694023733E-099                  5.7027797541035596E-099                  9.9509838341949430E-001                  4.9016165805056420E-003                  1.9617881782358507E-098                 -1.3036033536138036E+000                  1.0000000000000000E+008 
                                       7                  1.1054802916158395E+000                 -2.1453812870832838E+000                  5.4662307416235860E+000                 -2.4802610077615928E+000                  1.0500399516042140E+001                  1.0000000000000000E-099                  1.1104407689326770E-095                  1.0000000000000000E+000                  5.2223889954862335E+000                  3.1651880400838581E+010                  1.8477905291946042E+007                  3.1633402495546635E+010                 -6.9951827479550985E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E-099                  1.1103407689326770E-095                  1.0000000000000000E-099                  3.8018531694023733E-099                  5.7027797541035596E-099                  9.9509838341949430E-001                  4.9016165805056437E-003                  1.9617881782358510E-098                 -1.2000000000000000E+001                  1.0000000000000000E+008 
                                       8                  1.1054802916158186E+000                 -2.1453847692113337E+000                  5.4605538353569338E+000                 -2.3909536761642181E+000                  1.0585298644552630E+001                  1.0000000000000002E-099                  1.1104407689326773E-095                  1.0000000000000000E+000                  5.1571318504459267E+000                  3.8485633926456772E+010                  1.7536588518819880E+007                  3.8468097337937950E+010                 -6.7551609793777834E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000002E-099                  1.1103407689326773E-095                  1.0000000000000002E-099                  3.8018531694023742E-099                  5.7027797541035620E-099                  9.9509838341949441E-001                  4.9016165805056437E-003                  1.9617881782358513E-098                 -1.2000000000000000E+001                  1.0000000000000000E+008 
                                       9                  1.1054802916158033E+000                 -2.1453868888196315E+000                  5.4615452922669343E+000                 -2.3434188770222999E+000                  1.0636779017218386E+001                  1.0000000000000000E-099                  1.1104407689326771E-095                  1.0000000000000000E+000                  5.1420509601770750E+000                  4.3329035043874985E+010                  1.7697459999260053E+007                  4.3311337583875725E+010                 -6.6353195836856464E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E-099                  1.1103407689326772E-095                  1.0000000000000000E-099                  3.8018531694023733E-099                  5.7027797541035604E-099                  9.9509838341949430E-001                  4.9016165805056428E-003                  1.9617881782358507E-098                 -3.6600865043269830E+000                  1.0000000000000000E+008 
